adress,rooms,size,floor,level,repair,wall,price
 Яшнободский район,1,48.0,4,9,Черновая отделка,Панельный,600.0
 Чиланзарский район,3,70.0,2,9,Черновая отделка,Панельный,500.0
 Шайхантахурский район,3,75.0,4,9,Средний,Панельный,600.0
 Чиланзарский район,2,48.0,4,4,Евроремонт,Панельный,600.0
 Чиланзарский район,1,33.0,2,4,Черновая отделка,Кирпичный,400.0
 Чиланзарский район,2,50.0,4,4,Черновая отделка,Панельный,350.0
 Шайхантахурский район,3,110.0,7,9,Евроремонт,Кирпичный,2450.0
 Юнусабадский район,3,103.0,7,8,Евроремонт,Кирпичный,1400.0
 Шайхантахурский район,4,127.0,1,8,Евроремонт,Кирпичный,3450.0
 Юнусабадский район,6,322.0,7,8,Евроремонт,Кирпичный,2000.0
 Яшнободский район,3,188.0,2,6,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,3,110.0,2,8,Евроремонт,Кирпичный,3000.0
 Мирабадский район,4,156.0,9,9,Евроремонт,Панельный,1000.0
 Шайхантахурский район,3,102.0,4,8,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,4,126.0,4,9,Евроремонт,Кирпичный,3500.0
 Шайхантахурский район,2,65.0,6,7,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,71.0,7,9,Евроремонт,Кирпичный,1500.0
 Мирабадский район,3,121.0,3,5,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,3,96.0,6,9,Евроремонт,Кирпичный,2500.0
 Шайхантахурский район,3,104.0,6,7,Евроремонт,Кирпичный,2500.0
 Чиланзарский район,3,96.0,1,7,Евроремонт,Кирпичный,1300.0
 Мирабадский район,3,131.0,3,4,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,101.0,5,9,Евроремонт,Кирпичный,2500.0
 Яккасарайский район,4,161.0,6,9,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,4,161.0,3,6,Евроремонт,Кирпичный,2100.0
 Мирабадский район,6,221.0,5,6,Евроремонт,Кирпичный,2500.0
 Чиланзарский район,4,121.0,3,5,Евроремонт,Кирпичный,1000.0
 Мирабадский район,4,228.0,2,7,Евроремонт,Кирпичный,2500.0
 Мирабадский район,4,181.0,3,7,Евроремонт,Кирпичный,2700.0
 Шайхантахурский район,3,110.0,6,9,Евроремонт,Кирпичный,1500.0
 Мирабадский район,4,180.0,3,7,Евроремонт,Кирпичный,2700.0
 Чиланзарский район,6,80.0,2,4,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,1,30.0,1,5,Черновая отделка,Панельный,500.0
 Чиланзарский район,3,65.0,3,4,Черновая отделка,Панельный,500.0
 Чиланзарский район,3,65.0,1,4,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,2,52.0,1,4,Евроремонт,Кирпичный,500.0
 Яшнободский район,3,75.0,4,5,Евроремонт,Кирпичный,1500.0
 Мирабадский район,3,80.0,6,10,Евроремонт,Кирпичный,1300.0
 Юнусабадский район,3,115.0,4,9,Евроремонт,Кирпичный,900.0
 Мирзо-Улугбекский район,4,100.0,3,5,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,3,67.0,2,2,Черновая отделка,Кирпичный,800.0
 Чиланзарский район,1,50.0,1,8,Евроремонт,Монолитный,600.0
 Чиланзарский район,3,38.0,7,9,Евроремонт,Монолитный,600.0
 Яшнободский район,4,110.0,5,9,Евроремонт,Кирпичный,1300.0
 Чиланзарский район,3,68.0,3,4,Евроремонт,Панельный,500.0
 Чиланзарский район,3,68.0,3,4,Черновая отделка,Кирпичный,500.0
 Юнусабадский район,2,50.0,4,12,Евроремонт,Кирпичный,1800.0
 Яккасарайский район,3,140.0,4,6,Евроремонт,Кирпичный,2500.0
 Шайхантахурский район,3,90.0,6,8,Евроремонт,Кирпичный,2700.0
 Яшнободский район,2,40.0,9,9,Евроремонт,Кирпичный,550.0
 Юнусабадский район,2,76.0,3,9,Черновая отделка,Монолитный,380.0
 Шайхантахурский район,2,62.0,3,4,Средний,Кирпичный,500.0
 Яккасарайский район,3,72.0,3,8,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,2,57.0,4,8,Евроремонт,Кирпичный,1000.0
 Чиланзарский район,3,61.0,1,4, , ,650.0
 Чиланзарский район,1,30.0,1,4, , ,400.0
 Мирзо-Улугбекский район,2,55.0,2,4,Евроремонт,Кирпичный,700.0
 Яккасарайский район,2,48.0,6,10,Евроремонт,Кирпичный,1500.0
 Чиланзарский район,1,30.0,3,5, , ,400.0
 Учтепинский район,2,48.0,5,5,Черновая отделка,Кирпичный,350.0
 Яшнободский район,2,65.0,5,9,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,55.0,3,8,Евроремонт,Кирпичный,700.0
 Юнусабадский район,2,50.0,8,10,Евроремонт,Кирпичный,700.0
 Яккасарайский район,2,70.0,2,9,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,4,120.0,1,7,Евроремонт,Кирпичный,800.0
 Яккасарайский район,3,110.0,3,8,Евроремонт,Кирпичный,1100.0
 Чиланзарский район,2,54.0,3,4,Черновая отделка,Кирпичный,550.0
 Олмазорский район,2,56.0,3,4,Евроремонт,Кирпичный,450.0
 Мирабадский район,3,72.0,6,8,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,40.0,7,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,3,125.0,6,12,Евроремонт,Панельный,1300.0
 Яшнободский район,3,85.0,6,9,Черновая отделка,Панельный,600.0
 Юнусабадский район,3,105.0,7,9,Евроремонт,Кирпичный,1400.0
 Шайхантахурский район,4,125.0,1,8,Евроремонт,Кирпичный,3400.0
 Юнусабадский район,6,325.0,8,8,Евроремонт,Кирпичный,2000.0
 Мирабадский район,3,80.0,6,10,Евроремонт,Кирпичный,1300.0
 Яшнободский район,3,189.0,2,6,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,3,110.0,4,9,Евроремонт,Кирпичный,3000.0
 Шайхантахурский район,3,100.0,4,9,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,3,100.0,1,8,Евроремонт,Кирпичный,2500.0
 Мирабадский район,4,155.0,9,9,Евроремонт,Панельный,1000.0
 Яккасарайский район,4,95.0,2,5,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,4,125.0,4,8,Евроремонт,Кирпичный,3500.0
 Шайхантахурский район,2,64.0,6,7,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,70.0,7,9,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,70.0,4,8,Евроремонт,Кирпичный,1500.0
 Юнусабадский район,3,170.0,4,7,Евроремонт,Кирпичный,1500.0
 Мирабадский район,3,120.0,3,5,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,3,95.0,6,9,Евроремонт,Кирпичный,2500.0
 Мирабадский район,4,155.0,6,9,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,3,105.0,6,7,Евроремонт,Кирпичный,2500.0
 Мирзо-Улугбекский район,3,72.0,7,9,Евроремонт,Кирпичный,700.0
 Юнусабадский район,3,87.0,6,9,Евроремонт,Панельный,750.0
 Мирабадский район,3,130.0,3,4,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,100.0,5,7,Евроремонт,Кирпичный,2000.0
 Чиланзарский район,3,95.0,1,7,Евроремонт,Кирпичный,1300.0
 Яккасарайский район,4,160.0,6,9,Евроремонт,Кирпичный,1000.0
 Мирабадский район,4,220.0,4,7,Евроремонт,Кирпичный,2000.0
 Яккасарайский район,4,160.0,3,6,Евроремонт,Кирпичный,2100.0
 Яккасарайский район,4,160.0,6,12,Евроремонт,Панельный,1200.0
 Мирабадский район,6,220.0,5,6,Евроремонт,Кирпичный,2500.0
 Чиланзарский район,4,120.0,3,5,Евроремонт,Кирпичный,1000.0
 Мирабадский район,4,225.0,2,8,Евроремонт,Кирпичный,2500.0
 Мирабадский район,4,180.0,3,7,Евроремонт,Кирпичный,2700.0
 Чиланзарский район,1,30.0,2,4,Черновая отделка,Кирпичный,350.0
 Шайхантахурский район,4,65.0,1,5,Средний,Кирпичный,700.0
 Яккасарайский район,2,52.0,2,4,Евроремонт,Кирпичный,900.0
 Яккасарайский район,2,80.0,3,12,Евроремонт,Монолитный,1000.0
 Мирабадский район,2,80.0,2,5,Черновая отделка,Кирпичный,650.0
 Яшнободский район,1,37.0,6,9,Черновая отделка,Кирпичный,500.0
 Мирзо-Улугбекский район,4,120.0,1,7,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,2,46.0,2,8,Евроремонт,Кирпичный,1300.0
 Учтепинский район,4,100.0,2,9,Евроремонт,Панельный,800.0
 Чиланзарский район,2,45.0,3,4,Евроремонт,Панельный,600.0
 Мирзо-Улугбекский район,2,50.0,3,4,Евроремонт,Кирпичный,700.0
 Яшнободский район,2,40.0,3,9,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,45.0,3,4,Евроремонт,Панельный,600.0
 Мирабадский район,4,100.0,3,4,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,45.0,3,4,Евроремонт,Панельный,600.0
 Мирзо-Улугбекский район,2,50.0,10,21,Евроремонт,Панельный,1200.0
 Шайхантахурский район,1,50.0,8,9,Евроремонт,Кирпичный,1200.0
 Мирзо-Улугбекский район,2,55.0,15,21,Евроремонт,Панельный,1000.0
 Мирабадский район,6,400.0,7,8,Евроремонт,Кирпичный,3500.0
 Чиланзарский район,2,45.0,3,4,Евроремонт,Панельный,500.0
 Чиланзарский район,1,40.0,5,5,Черновая отделка,Кирпичный,400.0
 Яккасарайский район,2,65.0,9,10,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,2,70.0,3,7,Евроремонт,Кирпичный,1200.0
 Мирабадский район,3,100.0,5,8,Евроремонт,Кирпичный,1400.0
 Чиланзарский район,2,50.0,4,4,Средний,Панельный,330.0
 Яшнободский район,1,40.0,6,9,Евроремонт,Кирпичный,700.0
 Юнусабадский район,6,100.0,3,13,Евроремонт,Кирпичный,1000.0
 Мирабадский район,2,65.0,9,9,Евроремонт,Панельный,700.0
 Яшнободский район,2,75.0,1,7,Евроремонт,Кирпичный,800.0
 Учтепинский район,1,30.0,5,5,Евроремонт,Кирпичный,400.0
 Юнусабадский район,2,65.0,9,10,Евроремонт,Кирпичный,1900.0
 Яккасарайский район,3,78.0,2,8,Евроремонт,Кирпичный,1000.0
 Мирабадский район,3,78.0,6,10,Евроремонт,Монолитный,1300.0
 Яккасарайский район,2,68.0,4,7,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,2,52.0,2,4,Евроремонт,Кирпичный,900.0
 Чиланзарский район,2,45.0,3,4,Черновая отделка,Панельный,400.0
 Мирабадский район,4,110.0,2,4,Евроремонт,Кирпичный,900.0
 Шайхантахурский район,3,93.0,3,9,Евроремонт,Кирпичный,3200.0
 Чиланзарский район,2,48.0,4,4,Черновая отделка,Панельный,400.0
 Учтепинский район,2,51.0,3,4,Черновая отделка,Кирпичный,350.0
 Мирзо-Улугбекский район,2,50.0,10,21,Евроремонт,Монолитный,1300.0
 Мирабадский район,2,60.0,2,4,Средний,Кирпичный,399.0
 Яшнободский район,2,49.0,4,4,Евроремонт,Кирпичный,550.0
 Шайхантахурский район,4,130.0,1,9,Евроремонт,Кирпичный,3335.0
 Чиланзарский район,3,70.0,3,4,Евроремонт,Кирпичный,700.0
 Юнусабадский район,3,100.0,7,9,Евроремонт,Кирпичный,1400.0
 Юнусабадский район,6,333.0,7,8,Евроремонт,Кирпичный,2000.0
 Чиланзарский район,3,45.0,3,4,Евроремонт,Кирпичный,700.0
 Яккасарайский район,2,52.0,2,8,Евроремонт,Кирпичный,900.0
 Мирабадский район,3,100.0,6,6,Евроремонт,Кирпичный,1600.0
 Яккасарайский район,2,70.0,7,9,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,2,62.0,7,7,Евроремонт,Кирпичный,1600.0
 Шайхантахурский район,2,70.0,5,7,Евроремонт,Кирпичный,1700.0
 Шайхантахурский район,2,70.0,6,6,Евроремонт,Кирпичный,1500.0
 Яшнободский район,3,190.0,2,7,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,71.0,2,5,Евроремонт,Кирпичный,1100.0
 Шайхантахурский район,3,109.0,2,8,Евроремонт,Кирпичный,3000.0
 Шайхантахурский район,3,100.0,4,9,Евроремонт,Кирпичный,2200.0
 Юнусабадский район,3,101.0,2,4,Евроремонт,Кирпичный,1400.0
 Мирзо-Улугбекский район,3,81.0,2,4,Евроремонт,Кирпичный,1250.0
 Мирзо-Улугбекский район,4,136.0,3,5,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,70.0,4,6,Евроремонт,Кирпичный,1800.0
 Мирабадский район,4,235.0,2,7,Евроремонт,Кирпичный,2500.0
 Шайхантахурский район,3,100.0,1,8,Евроремонт,Кирпичный,2500.0
 Шайхантахурский район,3,115.0,6,7,Евроремонт,Кирпичный,3200.0
 Шайхантахурский район,3,115.0,5,9,Евроремонт,Кирпичный,2200.0
 Мирабадский район,4,150.0,9,9,Евроремонт,Панельный,1000.0
 Юнусабадский район,4,72.0,3,4,Евроремонт,Кирпичный,700.0
 Яшнободский район,1,26.0,7,9,Евроремонт,Кирпичный,500.0
 Шайхантахурский район,2,65.0,5,9,Евроремонт,Панельный,550.0
 Мирзо-Улугбекский район,2,72.0,7,9,Евроремонт,Панельный,1300.0
 Мирзо-Улугбекский район,3,80.0,3,4,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,100.0,5,9,Евроремонт,Монолитный,800.0
 Яккасарайский район,3,80.0,6,16,Евроремонт,Монолитный,700.0
 Мирзо-Улугбекский район,4,125.0,1,9,Евроремонт,Панельный,2500.0
 Мирзо-Улугбекский район,2,80.0,3,6,Евроремонт,Кирпичный,1300.0
 Яшнободский район,3,120.0,3,6,Евроремонт,Кирпичный,2000.0
 Яшнободский район,3,125.0,9,9,Евроремонт,Кирпичный,1200.0
 Чиланзарский район,2,222.0,1,8,Евроремонт, ,2300.0
 Мирабадский район,3,105.0,6,8,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,2,50.0,4,8,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,3,87.0,6,9,Евроремонт,Кирпичный,750.0
 Чиланзарский район,2,48.0,1,8,Евроремонт,Монолитный,400.0
 Шайхантахурский район,3,115.0,5,8,Евроремонт,Кирпичный,800.0
 Мирабадский район,2,46.0,3,6,Евроремонт,Кирпичный,800.0
 Юнусабадский район,1,50.0,8,9,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,50.0,5,25,Евроремонт,Кирпичный,1200.0
 Юнусабадский район,2,64.0,2,9,Евроремонт,Панельный,800.0
 Яккасарайский район,2,75.0,1,8,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,50.0,3,25,Евроремонт,Кирпичный,1000.0
 Олмазорский район,3,78.0,6,9,Евроремонт,Панельный,700.0
 Шайхантахурский район,2,48.0,4,4, , ,650.0
 Чиланзарский район,3,75.0,7,9, , ,650.0
 Шайхантахурский район,3,70.0,3,4,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,3,68.0,3,4,Евроремонт,Кирпичный,800.0
 Чиланзарский район,2,50.0,3,4,Евроремонт,Панельный,600.0
 Олмазорский район,2,60.0,7,9,Средний,Панельный,800.0
 Яккасарайский район,3,90.0,7,8,Евроремонт,Монолитный,1000.0
 Мирзо-Улугбекский район,1,50.0,8,22,Евроремонт,Монолитный,1000.0
 Яккасарайский район,3,80.0,5,9,Евроремонт,Кирпичный,1100.0
 Шайхантахурский район,3,78.0,4,4,Черновая отделка,Кирпичный,600.0
 Мирабадский район,2,65.0,5,9,Евроремонт,Панельный,900.0
 Яккасарайский район,2,65.0,2,4,Евроремонт,Кирпичный,800.0
 Юнусабадский район,3,65.0,2,9,Евроремонт,Панельный,900.0
 Яшнободский район,3,135.0,3,4,Евроремонт,Кирпичный,800.0
 Чиланзарский район,2,100.0,5,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,3,70.0,4,4,Евроремонт,Кирпичный,750.0
 Яккасарайский район,3,140.0,4,7,Евроремонт,Кирпичный,2200.0
 Чиланзарский район,2,48.0,2,4,Черновая отделка,Кирпичный,400.0
 Чиланзарский район,2,52.0,5,5,Евроремонт,Кирпичный,600.0
 Юнусабадский район,2,60.0,3,4,Евроремонт,Кирпичный,800.0
 Чиланзарский район,2,45.0,3,4,Черновая отделка,Панельный,450.0
 Чиланзарский район,2,52.0,1,4,Черновая отделка,Кирпичный,450.0
 Чиланзарский район,3,72.0,4,9,Евроремонт,Панельный,750.0
 Чиланзарский район,2,52.0,1,4,Черновая отделка,Кирпичный,400.0
 Мирабадский район,1,45.0,3,4,Евроремонт,Кирпичный,800.0
 Мирабадский район,4,150.0,9,9,Евроремонт,Панельный,1000.0
 Учтепинский район,1,34.0,4,4, , ,350.0
 Чиланзарский район,2,62.0,7,9,Средний,Панельный,400.0
 Мирзо-Улугбекский район,2,50.0,6,8,Евроремонт,Кирпичный,800.0
 Чиланзарский район,1,30.0,3,4,Евроремонт,Панельный,400.0
 Юнусабадский район,2,65.0,7,8,Евроремонт,Кирпичный,1100.0
 Чиланзарский район,2,50.0,2,4,Евроремонт,Панельный,500.0
 Мирзо-Улугбекский район,2,55.0,15,21,Евроремонт,Монолитный,1400.0
 Чиланзарский район,2,53.0,1,4,Евроремонт,Кирпичный,700.0
 Чиланзарский район,3,65.0,1,4,Черновая отделка,Кирпичный,650.0
 Чиланзарский район,2,48.0,4,4,Черновая отделка,Панельный,400.0
 Шайхантахурский район,3,75.0,6,7,Евроремонт,Кирпичный,1600.0
 Чиланзарский район,2,45.0,4,4,Евроремонт,Панельный,600.0
 Чиланзарский район,1,30.0,1,4,Евроремонт,Панельный,400.0
 Мирзо-Улугбекский район,2,55.0,7,9,Евроремонт,Панельный,800.0
 Мирабадский район,2,65.0,3,4,Черновая отделка,Кирпичный,1100.0
 Мирабадский район,2,50.0,10,12,Евроремонт,Кирпичный,1600.0
 Юнусабадский район,1,40.0,2,4,Евроремонт,Панельный,650.0
 Мирабадский район,2,60.0,2,4,Евроремонт,Кирпичный,1000.0
 Яшнободский район,3,75.0,7,9,Евроремонт,Кирпичный,850.0
 Шайхантахурский район,4,120.0,8,9,Черновая отделка,Панельный,1000.0
 Мирзо-Улугбекский район,1,48.0,5,25,Евроремонт,Кирпичный,1500.0
 Яшнободский район,3,80.0,9,9,Евроремонт,Кирпичный,1000.0
 Мирабадский район,2,50.0,4,12,Евроремонт,Кирпичный,1500.0
 Юнусабадский район,3,65.0,2,9,Евроремонт,Панельный,900.0
 Шайхантахурский район,3,70.0,6,6,Евроремонт,Кирпичный,2000.0
 Яккасарайский район,3,90.0,7,8,Евроремонт,Монолитный,1000.0
 Юнусабадский район,2,60.0,2,4,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,3,75.0,3,6,Евроремонт,Кирпичный,1200.0
 Мирабадский район,3,75.0,2,9,Средний,Панельный,450.0
 Мирзо-Улугбекский район,3,75.0,2,9,Евроремонт,Панельный,900.0
 Яшнободский район,1,36.0,2,9,Черновая отделка,Кирпичный,550.0
 Мирзо-Улугбекский район,3,85.0,2,4,Евроремонт,Кирпичный,1800.0
 Мирабадский район,4,95.0,2,4,Евроремонт,Кирпичный,1300.0
 Мирзо-Улугбекский район,2,60.0,6,9,Черновая отделка,Кирпичный,800.0
 Мирзо-Улугбекский район,1,50.0,8,22,Евроремонт,Монолитный,1000.0
 Яшнободский район,3,70.0,4,9,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,3,77.0,3,4,Черновая отделка,Кирпичный,481.82
 Яшнободский район,3,96.0,6,9,Средний,Панельный,500.0
 Мирабадский район,2,65.0,1,8,Евроремонт,Монолитный,1000.0
 Яккасарайский район,2,51.0,3,9,Евроремонт,Кирпичный,700.0
 Яккасарайский район,2,46.0,6,7,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,2,71.0,9,9,Евроремонт,Монолитный,1500.0
 Яккасарайский район,2,51.0,7,10,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,2,68.0,6,7,Евроремонт,Кирпичный,1600.0
 Шайхантахурский район,2,65.0,5,5,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,2,50.0,4,4,Евроремонт,Кирпичный,650.0
 Яшнободский район,3,80.0,9,9,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,3,125.0,6,8,Евроремонт,Кирпичный,2000.0
 Мирзо-Улугбекский район,1,38.0,2,4,Черновая отделка,Кирпичный,400.0
 Чиланзарский район,1,30.0,3,4,Черновая отделка,Кирпичный,350.0
 Чиланзарский район,2,52.0,1,4,Черновая отделка,Кирпичный,450.0
 Олмазорский район,2,55.0,3,9,Средний,Панельный,500.0
 Олмазорский район,3,110.0,2,4,Черновая отделка,Кирпичный,400.0
 Мирабадский район,3,120.0,3,5,Евроремонт,Кирпичный,2200.0
 Яшнободский район,2,55.0,4,7,Евроремонт,Кирпичный,700.0
 Юнусабадский район,2,50.0,2,4,Евроремонт,Панельный,500.0
 Яшнободский район,3,80.0,7,9,Евроремонт,Кирпичный,800.0
 Чиланзарский район,1,34.0,5,5, , ,300.0
 Чиланзарский район,1,38.0,1,4,Евроремонт,Кирпичный,500.0
 Яшнободский район,2,50.0,4,5,Евроремонт,Панельный,500.0
 Яшнободский район,1,25.0,1,5,Средний, ,262.81
 Мирзо-Улугбекский район,2,40.0,3,5,Средний,Кирпичный,500.0
 Мирзо-Улугбекский район,2,40.0,3,5,Средний,Кирпичный,450.0
 Мирзо-Улугбекский район,4,85.0,4,5,Евроремонт,Кирпичный,500.0
 Учтепинский район,1,42.0,5,5,Черновая отделка,Кирпичный,350.0
 Учтепинский район,1,42.0,5,5,Черновая отделка,Кирпичный,350.0
 Учтепинский район,2,55.0,5,5,Средний,Кирпичный,300.0
 Учтепинский район,2,55.0,5,5,Средний,Кирпичный,300.0
 Мирзо-Улугбекский район,2,50.0,6,8,Евроремонт,Кирпичный,800.0
 Яшнободский район,3,50.0,4,4,Черновая отделка,Панельный,600.0
 Яшнободский район,2,40.0,2,5,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,56.0,4,7,Черновая отделка,Кирпичный,800.0
 Яшнободский район,3,83.0,2,6,Евроремонт,Кирпичный,700.0
 Мирзо-Улугбекский район,1,32.0,3,5,Евроремонт,Кирпичный,500.0
 Юнусабадский район,2,60.0,4,4,Евроремонт,Кирпичный,650.0
 Юнусабадский район,3,50.0,3,4,Евроремонт,Кирпичный,100.0
 Яккасарайский район,2,70.0,5,8,Евроремонт,Кирпичный,1550.0
 Яккасарайский район,1,28.0,3,4,Евроремонт,Кирпичный,450.0
 Яшнободский район,2,60.0,5,9,Евроремонт,Панельный,700.0
 Мирзо-Улугбекский район,2,90.0,2,4,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,62.0,5,10,Евроремонт,Кирпичный,1000.0
 Яшнободский район,3,84.0,4,6,Евроремонт,Кирпичный,1200.0
 Чиланзарский район,2,37.0,3,4,Евроремонт,Панельный,400.0
 Чиланзарский район,3,64.0,1,4, , ,650.0
 Чиланзарский район,1,40.0,1,7, , ,600.0
 Яккасарайский район,2,55.0,2,4,Евроремонт,Кирпичный,1000.0
 Чиланзарский район,1,30.0,1,5,Евроремонт,Кирпичный,400.0
 Шайхантахурский район,2,50.0,6,7,Евроремонт,Кирпичный,1500.0
 Яшнободский район,2,50.0,2,4,Черновая отделка,Панельный,300.0
 Мирзо-Улугбекский район,2,70.0,1,6,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,3,107.0,5,7,Евроремонт,Кирпичный,1987.0
 Мирзо-Улугбекский район,2,60.0,1,5,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,3,100.0,4,8,Евроремонт,Кирпичный,1000.0
 Яшнободский район,3,80.0,7,9,Евроремонт,Панельный,500.0
 Юнусабадский район,4,101.0,2,4,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,2,50.0,3,9,Евроремонт,Кирпичный,650.0
 Яшнободский район,1,40.0,1,4,Евроремонт,Кирпичный,700.0
 Яккасарайский район,2,70.0,4,8,Евроремонт,Кирпичный,1100.0
 Яккасарайский район,3,100.0,8,9,Евроремонт,Кирпичный,1100.0
 Мирзо-Улугбекский район,3,90.0,3,4,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,2,52.0,2,4,Евроремонт,Кирпичный,800.0
 Юнусабадский район,2,58.0,1,4,Евроремонт,Панельный,750.0
 Мирзо-Улугбекский район,3,77.0,2,4,Евроремонт,Кирпичный,2000.0
 Юнусабадский район,6,350.0,1,5,Евроремонт,Кирпичный,2000.0
 Яшнободский район,3,50.0,4,4,Черновая отделка,Панельный,600.0
 Чиланзарский район,2,52.0,2,4,Средний,Кирпичный,400.0
 Сергелийский район,2,65.0,6,9,Черновая отделка,Панельный,400.0
 Мирзо-Улугбекский район,2,60.0,3,4,Евроремонт,Кирпичный,400.0
 Чиланзарский район,2,45.0,4,4,Евроремонт,Панельный,500.0
 Чиланзарский район,1,38.0,2,5,Черновая отделка,Панельный,350.0
 Чиланзарский район,3,105.0,2,4,Евроремонт,Кирпичный,700.0
 Яшнободский район,4,110.0,15,16, , ,650.0
 Мирзо-Улугбекский район,2,55.0,4,4,Евроремонт,Кирпичный,900.0
 Яшнободский район,2,40.0,2,5,Евроремонт,Кирпичный,600.0
 Мирабадский район,3,73.0,3,3,Средний,Панельный,500.0
 Мирзо-Улугбекский район,3,113.0,4,4,Евроремонт,Кирпичный,1300.0
 Мирзо-Улугбекский район,2,62.0,3,5,Черновая отделка,Монолитный,400.0
 Яшнободский район,2,51.0,7,10,Евроремонт,Кирпичный,800.0
 Яшнободский район,1,25.0,8,9,Евроремонт,Монолитный,600.0
 Мирабадский район,3,85.0,8,9,Евроремонт,Панельный,1200.0
 Мирабадский район,1,50.0,4,5,Евроремонт,Кирпичный,800.0
 Юнусабадский район,2,60.0,7,11,Евроремонт,Кирпичный,1600.0
 Мирабадский район,3,70.0,4,4,Черновая отделка,Кирпичный,750.0
 Яккасарайский район,3,120.0,3,5,Евроремонт,Кирпичный,2200.0
 Чиланзарский район,1,45.0,1,8,Евроремонт,Монолитный,600.0
 Мирзо-Улугбекский район,3,50.0,3,5,Черновая отделка,Кирпичный,600.0
 Чиланзарский район,1,30.0,3,4,Черновая отделка,Кирпичный,350.0
 Мирзо-Улугбекский район,2,75.0,8,9,Евроремонт,Кирпичный,1600.0
 Чиланзарский район,2,52.0,1,4,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,1,30.0,3,4,Черновая отделка,Кирпичный,350.0
 Мирзо-Улугбекский район,2,72.0,3,4, , ,50.0
 Чиланзарский район,1,30.0,3,4, , ,350.0
 Чиланзарский район,1,30.0,3,4,Черновая отделка,Кирпичный,400.0
 Чиланзарский район,1,30.0,2,4,Черновая отделка,Панельный,350.0
 Чиланзарский район,1,30.0,3,5, , ,450.0
 Чиланзарский район,1,45.0,3,5,Евроремонт,Кирпичный,400.0
 Мирзо-Улугбекский район,4,90.0,4,4,Средний,Кирпичный,600.0
 Яккасарайский район,2,81.0,9,9,Евроремонт,Кирпичный,1000.0
 Яшнободский район,3,130.0,5,9,Евроремонт,Кирпичный,1300.0
 Яккасарайский район,3,105.0,5,9,Евроремонт,Кирпичный,1300.0
 Юнусабадский район,3,80.0,3,4,Евроремонт,Кирпичный,850.0
 Шайхантахурский район,3,90.0,6,7,Евроремонт,Кирпичный,2300.0
 Яшнободский район,3,74.0,2,9,Евроремонт,Панельный,900.0
 Бектемирский район,1,38.0,1,4,Евроремонт, ,400.0
 Мирабадский район,2,40.0,7,7,Евроремонт,Кирпичный,800.0
