adress,rooms,size,floor,level,repair,wall,price
 Мирабадский район,6,130.0,2,9,Евроремонт,Панельный,800.0
 Мирабадский район,3,55.0,1,8,Евроремонт,Кирпичный,800.0
 Яккасарайский район,4,170.0,2,4,Евроремонт,Кирпичный,3400.0
 Яккасарайский район,1,28.0,2,5,Евроремонт,Кирпичный,750.0
 Шайхантахурский район,4,178.0,4,4,Средний,Кирпичный,500.0
 Яшнободский район,3,70.0,5,5,Черновая отделка,Кирпичный,450.0
 Яккасарайский район,2,78.0,1,3,Евроремонт,Кирпичный,800.0
 Мирабадский район,3,105.0,7,8,Евроремонт,Кирпичный,1700.0
 Мирабадский район,3,100.0,1,7,Евроремонт,Кирпичный,1700.0
 Мирабадский район,3,105.0,6,8,Евроремонт,Кирпичный,1600.0
 Мирабадский район,4,105.0,8,9,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,3,130.0,5,5,Евроремонт,Кирпичный,2500.0
 Мирабадский район,3,110.0,4,6,Евроремонт,Кирпичный,2200.0
 Мирабадский район,4,135.0,7,8,Евроремонт,Кирпичный,2000.0
 Мирабадский район,4,130.0,3,7,Евроремонт,Кирпичный,1400.0
 Мирабадский район,3,103.0,5,9,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,2,60.0,7,9,Евроремонт,Монолитный,800.0
 Мирзо-Улугбекский район,2,60.0,6,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,4,110.0,2,4,Евроремонт,Кирпичный,1500.0
 Чиланзарский район,1,30.0,1,4,Евроремонт,Кирпичный,400.0
 Яшнободский район,3,74.0,8,9,Черновая отделка,Панельный,1300.0
 Мирзо-Улугбекский район,2,80.0,5,18,Евроремонт,Кирпичный,1000.0
 Чиланзарский район,1,42.0,7,9,Евроремонт,Кирпичный,400.0
 Юнусабадский район,3,76.0,3,4,Евроремонт,Кирпичный,1100.0
 Мирабадский район,4,101.0,2,4,Евроремонт,Кирпичный,1500.0
 Яшнободский район,2,40.0,8,9,Евроремонт,Кирпичный,650.0
 Шайхантахурский район,3,92.0,6,7,Евроремонт,Кирпичный,2800.0
 Юнусабадский район,3,70.0,2,4,Черновая отделка,Кирпичный,800.0
 Яшнободский район,1,40.0,9,9,Евроремонт,Монолитный,600.0
 Яшнободский район,2,65.0,3,9,Черновая отделка,Кирпичный,700.0
 Яшнободский район,1,33.0,4,5,Евроремонт,Кирпичный,400.0
 Олмазорский район,3,84.0,7,9,Евроремонт,Кирпичный,1000.0
 Олмазорский район,3,84.0,15,18,Евроремонт,Кирпичный,1050.0
 Яшнободский район,2,76.0,5,9,Средний,Панельный,400.0
 Олмазорский район,2,65.0,10,18,Евроремонт,Кирпичный,700.0
 Чиланзарский район,1,30.0,2,4,Черновая отделка,Кирпичный,350.0
 Бектемирский район,2,68.0,4,4,Черновая отделка, ,450.0
 Мирабадский район,1,38.0,2,4,Евроремонт, ,400.0
 Мирабадский район,1,38.0,1,4,Евроремонт, ,350.0
 Шайхантахурский район,4,150.0,3,8,Евроремонт,Кирпичный,3700.0
 Юнусабадский район,3,130.0,8,8,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,60.0,3,8,Евроремонт,Кирпичный,1400.0
 Мирзо-Улугбекский район,3,140.0,6,9,Евроремонт,Кирпичный,1600.0
 Чиланзарский район,2,60.0,6,8,Евроремонт,Кирпичный,900.0
 Шайхантахурский район,3,125.0,4,8,Евроремонт,Кирпичный,2700.0
 Мирзо-Улугбекский район,3,115.0,4,4,Евроремонт,Кирпичный,850.0
 Мирабадский район,3,85.0,10,16,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,75.0,4,8,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,2,65.0,4,8,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,2,60.0,1,4,Евроремонт,Кирпичный,400.0
 Мирзо-Улугбекский район,2,125.0,2,5,Черновая отделка,Кирпичный,850.0
 Яккасарайский район,2,81.0,9,9,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,82.0,7,9,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,120.0,6,10,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,2,55.0,15,21,Евроремонт,Кирпичный,1350.0
 Мирабадский район,4,115.0,3,9,Средний,Панельный,700.0
 Мирабадский район,2,55.0,2,3,Евроремонт,Кирпичный,700.0
 Чиланзарский район,3,105.0,2,4,Черновая отделка,Кирпичный,700.0
 Яккасарайский район,3,72.0,8,9,Евроремонт,Кирпичный,850.0
 Яшнободский район,4,159.0,3,4,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,2,70.0,5,7,Евроремонт,Кирпичный,1300.0
 Мирабадский район,6,110.0,2,9,Евроремонт,Панельный,1300.0
 Мирабадский район,2,54.0,6,9,Евроремонт,Монолитный,1300.0
 Мирабадский район,4,96.0,3,9,Евроремонт,Панельный,800.0
 Яшнободский район,2,60.0,2,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,67.0,4,25,Евроремонт,Монолитный,1200.0
 Мирабадский район,3,80.0,6,10,Евроремонт,Кирпичный,1300.0
 Юнусабадский район,2,80.0,4,5,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,55.0,4,9,Евроремонт,Панельный,600.0
 Мирзо-Улугбекский район,2,55.0,1,4,Евроремонт,Кирпичный,399.0
 Мирзо-Улугбекский район,2,55.0,1,4,Евроремонт,Кирпичный,400.0
 Мирабадский район,3,100.0,2,8,Евроремонт,Кирпичный,1800.0
 Мирабадский район,4,230.0,2,7,Евроремонт,Кирпичный,2500.0
 Мирабадский район,6,220.0,5,6,Евроремонт,Кирпичный,3500.0
 Яккасарайский район,2,55.0,2,10,Евроремонт,Кирпичный,900.0
 Мирабадский район,6,100.0,3,9,Евроремонт,Панельный,900.0
 Олмазорский район,3,125.0,5,8,Евроремонт,Кирпичный,850.0
 Мирабадский район,4,148.0,4,12,Евроремонт,Кирпичный,1200.0
 Яшнободский район,2,49.0,3,9,Черновая отделка,Кирпичный,900.0
 Яккасарайский район,2,60.0,2,9,Евроремонт,Кирпичный,1600.0
 Мирзо-Улугбекский район,2,78.0,6,9,Евроремонт,Кирпичный,1300.0
 Мирзо-Улугбекский район,2,67.0,2,5,Черновая отделка,Кирпичный,500.0
 Мирзо-Улугбекский район,2,36.0,5,5,Евроремонт,Панельный,350.0
 Мирабадский район,1,46.0,8,9,Черновая отделка,Кирпичный,300.0
 Яккасарайский район,2,65.0,9,9,Евроремонт,Панельный,1200.0
 Мирзо-Улугбекский район,2,60.0,8,10,Евроремонт,Кирпичный,1500.0
 Яшнободский район,2,37.0,5,9,Черновая отделка,Панельный,550.0
 Олмазорский район,2,51.0,9,9,Евроремонт,Кирпичный,600.0
 Мирзо-Улугбекский район,4,136.0,1,5,Евроремонт,Кирпичный,1000.0
 Мирабадский район,3,82.0,3,4,Евроремонт,Кирпичный,1500.0
 Яшнободский район,3,52.0,8,9,Средний,Монолитный,600.0
 Юнусабадский район,3,131.0,8,8,Евроремонт,Кирпичный,2000.0
 Яккасарайский район,3,86.0,4,9,Евроремонт,Кирпичный,1500.0
 Сергелийский район,2,42.0,2,3,Черновая отделка,Кирпичный,400.0
 Мирабадский район,3,75.0,2,9,Черновая отделка,Панельный,1000.0
 Шайхантахурский район,2,63.0,5,9,Евроремонт,Панельный,650.0
 Юнусабадский район,1,38.0,4,5,Черновая отделка,Панельный,300.0
 Юнусабадский район,6,100.0,1,4,Евроремонт,Кирпичный,500.0
 Юнусабадский район,2,60.0,2,4,Евроремонт,Панельный,700.0
 Юнусабадский район,2,60.0,2,4,Черновая отделка,Панельный,450.0
